2.58479	0.412059
3.02681	0.703265
2.934	0.72345
3.07444	0.56945
2.92901	0.61333
2.79246	0.728211
2.68394	0.833633
2.87781	0.599288
2.81021	0.545278
2.77805	0.702233
2.72102	0.529078
2.95252	0.568252
2.76704	0.678919
2.67862	0.736683
2.83871	0.671513
3.84259	1.85898
4.59908	2.04634
4.86261	1.97339
5.20509	2.18661
5.3275	2.14897
5.5126	1.96545
5.5011	1.96212
5.50089	1.86973
5.30087	2.05733
5.06883	1.98387
5.10635	1.94282
5.22024	1.96741
5.23347	1.99016
5.24493	1.98702
5.27558	2.01869
5.22486	2.08704
5.31877	1.97033
5.31579	2.01005
5.34538	1.85578
5.30181	1.86686
5.35473	1.85136
6.13156	1.52854
6.70105	1.65062
6.79625	1.48398
6.89961	1.33314
6.90262	1.27175
6.77739	1.43939
6.77792	1.40279
6.85889	1.15858
6.67617	1.32575
6.58723	1.26758
6.3205	1.20101
5.37001	0.857943
5.89724	0.574552
6.25684	0.79488
6.58194	0.568374
6.86101	0.102551
6.91077	-0.0585463
6.85005	-0.0588684
6.70572	0.134188
6.59608	0.288337
6.45429	0.501377
5.96363	0.843324
4.6286	1.26609
4.34676	1.3748
4.62115	1.47665
4.72509	1.62059
4.90494	1.68368
4.8606	1.77817
4.96662	1.70966
5.06439	1.73203
5.02207	1.74889
5.44541	1.54156
6.00627	1.59208
6.1924	1.68334
6.2902	1.56168
6.31746	1.45909
6.29377	1.44839
6.2783	1.24385
6.17274	1.07988
5.77901	0.943384
5.27246	0.764619
4.96053	0.425737
4.60441	0.392717
4.81317	0.477711
4.93517	0.54317
5.28112	0.560616
5.2759	0.903158
5.46931	1.02878
5.76634	0.95356
6.01507	0.965351
6.11392	1.10006
6.04722	1.2347
5.66683	1.44224
4.85457	1.8275
4.47074	1.84806
4.29325	1.95042
4.17186	1.95559
3.98299	1.83612
4.58816	1.09061
4.47687	0.914764
4.19618	0.743212
4.73504	-0.296286
4.7247	0.0706184
4.65976	-0.129859
4.59259	-0.139337
3.57017	0.48408
3.1428	0.510172
3.06589	0.831521
3.25811	0.990174
4.43815	1.94687
4.67544	2.08896
4.92696	1.87701
6.33107	0.467786
6.38312	0.941118
5.73289	1.5819
5.31226	1.87999
4.83712	2.04442
4.42987	1.9642
4.00658	1.79555
3.70367	1.39289
3.64953	1.16157
3.6691	0.713775
3.62813	0.268863
3.72598	-0.0836987
3.80237	-0.440783
4.11414	-0.82153
4.33775	-0.892829
4.61862	-1.33917
4.67682	-1.00075
4.4766	-0.633688
4.13557	-0.558802
4.11566	-0.03235
3.83601	0.0501166
3.32998	0.473784
2.97671	0.627836
2.98914	0.33455
2.85785	0.66834
2.77717	0.553147
2.90947	0.728198
3.14109	0.652339
3.45566	0.697599
3.52805	1.18503
4.62233	1.28673
6.05426	1.31189
4.31619	1.30788
3.40444	1.47108
5.48568	0.154786
6.14463	0.774236
6.49769	1.22323
6.54829	1.2104
6.54447	1.25629
6.49768	1.30987
6.41059	1.40887
6.36241	1.42302
6.42744	1.21502
6.39975	1.26312
6.19133	1.5868
6.16385	1.67121
6.07306	1.85671
5.87221	1.99723
5.73617	2.04243
5.89546	2.04045
5.75983	2.19222
5.53207	2.26922
4.54357	1.89883
3.52953	1.79664
3.53752	1.59997
3.37701	1.66346
3.47439	1.64413
3.37529	1.58774
3.1255	1.41256
3.51807	0.82356
4.348	0.300728
3.46943	0.912612
3.50236	1.04267
3.37244	1.1649
3.38833	1.09961
3.61208	1.04152
3.74431	1.47651
3.99174	1.68402
4.45767	1.7144
4.94652	1.71213
4.77138	1.97079
4.62272	1.57185
4.62311	2.01356
5.72345	2.34845
4.74057	1.75178
4.42607	1.47862
3.75708	1.57631
4.0445	2.15665
3.73956	1.94862
3.71558	1.93191
3.57011	1.71395
3.45604	1.53715
3.30407	1.4851
3.31781	1.27643
3.22725	1.24079
3.05268	1.21071
3.13323	1.07802
2.97442	0.826717
2.81817	0.651608
2.94597	0.518978
2.8433	0.552852
2.94914	0.617023
2.87154	0.594955
2.66468	0.524836
2.84528	0.51334
2.87714	0.61567
2.85846	0.508214
2.59955	0.695468
2.92958	-0.138069
3.08531	0.0557989
2.58005	0.715671
2.58536	0.588775
2.47412	0.665077
2.58896	0.675649
2.68639	0.706996
2.57456	0.655977
2.54411	0.424277
2.60782	0.327406
2.99025	0.531805
5.71897	0.326625
5.64369	0.457538
6.06505	1.47297
6.20069	1.35275
5.23746	1.32558
5.21451	0.951849
5.79886	1.29671
6.16076	1.51135
6.4516	1.43395
6.51537	1.47409
6.60784	1.41865
6.57683	1.50254
6.63316	1.35317
6.58269	1.31563
6.37401	1.37628
6.28337	1.2949
6.07357	1.16866
5.74092	1.19119
5.54405	1.19426
5.39678	1.18375
5.28265	1.17153
5.28154	1.12209
5.50175	0.859452
5.85449	0.521522
6.14206	0.495982
6.46594	0.415482
6.74681	0.445902
6.99418	0.558708
7.04069	0.758647
6.82335	1.00401
6.54056	1.1679
6.21109	1.30367
5.96248	1.4483
5.86418	1.41206
5.83632	1.53758
5.58087	2.03469
4.83557	2.29754
4.18941	1.661
5.45644	1.43038
5.91457	1.81399
5.67421	2.11075
