-40.2127	30.4046
-42.9385	29.3958
-42.7336	29.1477
-42.6773	30.3314
-42.1633	27.5896
-41.5173	27.8298
-41.0318	30.2842
-42.1098	27.4908
-41.5447	26.8383
-41.8852	30.9105
-40.95	32.1983
-42.1458	27.887
-41.043	27.3667
-41.2458	30.1452
-43.6699	23.8018
-55.1543	14.6688
-58.7327	15.0297
-60.1768	13.0116
-62.0401	10.5688
-63.1619	15.0946
-63.1435	13.2201
-62.8453	8.62251
-63.3007	16.6372
-62.7448	16.408
-61.1389	14.7176
-60.6853	11.2478
-61.716	16.6917
-61.6337	14.6265
-61.2961	10.5843
-62.121	19.6855
-62.2694	16.685
-61.9913	13.9524
-62.4344	15.3181
-62.0819	14.3819
-61.9096	14.9773
-62.1846	14.8535
-66.0355	17.4154
-68.6879	12.6805
-68.957	17.8123
-69.047	18.473
-68.9307	19.506
-68.8726	21.9295
-68.3505	14.0518
-69.2591	25.3155
-68.491	21.4155
-67.7345	20.774
-65.9827	15.0365
-60.8307	16.2887
-61.6395	16.2304
-64.8146	19.9277
-65.9959	17.827
-66.3167	20.5275
-65.7908	21.9053
-65.0249	14.8798
-64.8378	20.6781
-64.2873	15.42
-64.4233	15.8761
-63.4817	21.3887
-57.5633	13.6805
-55.1491	13.5976
-57.202	16.7716
-58.1664	9.52664
-60.1226	18.0409
-60.1651	15.3845
-60.0117	12.0423
-60.4295	15.8261
-60.5476	17.6616
-62.0037	13.44
-64.9431	16.9251
-66.1465	18.9875
-65.9304	15.1953
-65.8853	16.3817
-65.6647	17.1313
-65.0935	16.3022
-64.58	18.1757
-62.5377	17.2726
-59.4602	15.8793
-57.1835	18.4207
-54.1644	12.261
-55.7633	15.6665
-56.734	15.0591
-58.411	15.1475
-59.1123	12.4093
-61.247	17.9798
-62.1071	14.8297
-63.265	12.8656
-64.8793	22.0035
-64.3704	20.2297
-62.8204	17.108
-59.4352	13.8291
-57.2497	12.1117
-56.6415	13.2361
-55.4502	9.90403
-54.2768	9.0327
-55.5862	12.1951
-54.5642	14.3828
-52.1935	16.0574
-52.3256	24.0546
-52.4372	22.9031
-52.2279	28.9449
-51.2047	20.9912
-47.2279	17.1402
-43.2435	25.1585
-44.6776	26.1317
-49.0873	13.4651
-57.1758	13.5464
-59.1354	13.618
-60.1608	14.9463
-64.4352	21.6481
-65.9305	21.5093
-64.0387	22.4176
-61.444	14.7345
-59.7371	14.0386
-57.1796	12.9721
-54.2939	10.6591
-51.401	10.1694
-49.7175	10.479
-47.8335	19.5063
-46.3993	26.1674
-46.092	29.1215
-45.711	23.6008
-45.6924	30.1064
-46.9024	29.5381
-47.6384	27.114
-48.8189	30.8101
-48.9779	33.0969
-48.0797	21.7609
-48.213	26.3656
-46.9476	23.3331
-44.4697	25.5329
-42.2792	26.3152
-41.2908	30.01
-41.9779	27.7516
-41.4091	24.2594
-42.0132	17.6527
-43.1339	15.3453
-46.4624	14.8406
-48.4096	17.88
-58.966	18.3763
-64.6703	20.8846
-57.0395	17.1993
-50.3452	12.2176
-57.9575	22.3221
-64.6892	21.4012
-67.0189	18.1567
-67.1326	17.2885
-67.2459	18.643
-67.0795	18.6624
-67.0162	19.4024
-66.6054	18.246
-66.3617	18.4464
-66.5223	19.7006
-65.529	17.6646
-65.7502	19.2001
-65.7027	20.3602
-65.4164	21.3245
-64.3142	18.8085
-64.8181	17.2232
-64.6707	17.6108
-63.8075	16.502
-58.2804	11.9619
-51.3857	10.2504
-50.3385	13.7446
-49.9684	14.3384
-49.9353	14.2867
-48.9505	14.29
-47.4395	14.8676
-47.9513	19.3699
-50.6362	23.9969
-47.8305	20.0978
-48.6953	22.1741
-48.2859	19.1813
-48.0784	18.4137
-49.5067	17.0547
-52.019	15.1116
-54.0316	13.3571
-56.4993	15.4608
-58.9002	23.9382
-58.6191	15.4502
-56.3986	12.9062
-58.5718	15.9367
-64.3854	21.4809
-59.8832	25.8622
-54.5344	16.159
-52.1861	19.3958
-54.4673	14.9185
-52.9528	19.275
-51.6253	16.3775
-50.3111	17.1176
-49.5625	19.458
-48.0701	17.1598
-47.0329	19.2805
-46.6208	21.3151
-45.5125	22.6438
-44.9567	23.9328
-43.25	28.0589
-41.7694	31.6326
-42.1456	32.4619
-41.8642	30.7237
-42.7805	29.6955
-42.2519	31.0253
-40.4893	31.6966
-41.5864	28.5893
-42.0392	30.716
-41.492	28.1433
-40.3491	22.6204
-40.4295	30.4798
-40.8329	29.8404
-39.9286	31.5365
-39.5548	31.6232
-39.6996	29.2347
-41.3128	26.9281
-41.344	24.9318
-40.3273	24.6698
-38.6867	27.7083
-38.8013	29.0624
-48.1111	20.3449
-58.8612	28.8828
